Gene stable ID	Gene name	Gene description	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSG00000196739	COL27A1	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]	protein_coding	9	114155560	114312511	1
ENSG00000196741	LINC01560	long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]	lincRNA	X	47483571	47484823	1
ENSG00000196743	GM2A	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]	protein_coding	5	151212150	151270440	1
ENSG00000196754	S100A2	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]	protein_coding	1	153561108	153567890	-1
ENSG00000196756	SNHG17	small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]	processed_transcript	20	38420588	38435353	-1
ENSG00000196757	ZNF700	zinc finger protein 700 [Source:HGNC Symbol;Acc:HGNC:25292]	protein_coding	19	11925068	11950773	1
ENSG00000196776	CD47	CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]	protein_coding	3	108043094	108091862	-1
ENSG00000196781	TLE1	transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]	protein_coding	9	81583683	81689305	-1
ENSG00000196782	MAML3	mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]	protein_coding	4	139716753	140154184	-1
ENSG00000196787	HIST1H2AG	histone cluster 1 H2A family member g [Source:HGNC Symbol;Acc:HGNC:4737]	protein_coding	6	27133042	27135291	1
ENSG00000196792	STRN3	striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]	protein_coding	14	30893799	31026401	-1
ENSG00000196793	ZNF239	zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]	protein_coding	10	43556344	43574618	-1
ENSG00000196810	CTBP1-AS2	CTBP1 antisense RNA 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:28307]	antisense	4	1249300	1288291	1
ENSG00000196812	ZSCAN16	zinc finger and SCAN domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20813]	protein_coding	6	28124560	28130082	1
ENSG00000196814	MVB12B	multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]	protein_coding	9	126326849	126507041	1
ENSG00000196821	C6orf106	chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:HGNC:21215]	protein_coding	6	34587288	34696859	-1
ENSG00000196839	ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	protein_coding	20	44619522	44652233	-1
ENSG00000196843	ARID5A	AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]	protein_coding	2	96536743	96552638	1
ENSG00000196850	PPTC7	PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]	protein_coding	12	110533245	110583320	-1
ENSG00000196865	NHLRC2	NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731]	protein_coding	10	113854661	113917194	1
ENSG00000196867	ZFP28	ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]	protein_coding	19	56538948	56556810	1
ENSG00000196873	CBWD3	COBW domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18519]	protein_coding	9	68232003	68300015	1
ENSG00000196876	SCN8A	sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596]	protein_coding	12	51590266	51812864	1
ENSG00000196878	LAMB3	laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]	protein_coding	1	209614870	209652466	-1
ENSG00000196911	KPNA5	karyopherin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6398]	protein_coding	6	116681187	116741866	1
ENSG00000196912	ANKRD36B	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]	protein_coding	2	97492663	97589965	-1
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]	protein_coding	11	120336914	120489936	1
ENSG00000196922	ZNF252P	zinc finger protein 252, pseudogene [Source:HGNC Symbol;Acc:HGNC:13046]	transcribed_unprocessed_pseudogene	8	144973589	145002895	-1
ENSG00000196923	PDLIM7	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	protein_coding	5	177483394	177497606	-1
ENSG00000196924	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	protein_coding	X	154348524	154374638	-1
ENSG00000196932	TMEM26	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]	protein_coding	10	61406643	61453450	-1
ENSG00000196935	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]	protein_coding	12	63844293	64162221	1
ENSG00000196937	FAM3C	family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664]	protein_coding	7	121348851	121396364	-1
ENSG00000196943	NOP9	NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]	protein_coding	14	24299862	24309124	1
ENSG00000196950	SLC39A10	solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]	protein_coding	2	195575977	195737702	1
ENSG00000196954	CASP4	caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]	protein_coding	11	104942866	104969436	-1
ENSG00000196961	AP2A1	adaptor related protein complex 2 alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:561]	protein_coding	19	49766968	49807113	1
ENSG00000196967	ZNF585A	zinc finger protein 585A [Source:HGNC Symbol;Acc:HGNC:26305]	protein_coding	19	37106734	37172741	-1
ENSG00000196968	FUT11	fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]	protein_coding	10	73772291	73780251	1
ENSG00000196972	SMIM10L2B	small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500]	protein_coding	X	135094987	135098634	-1
ENSG00000196975	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]	protein_coding	2	69644425	69827100	1
ENSG00000196976	LAGE3	L antigen family member 3 [Source:HGNC Symbol;Acc:HGNC:26058]	protein_coding	X	154477769	154479257	-1
ENSG00000196981	WDR5B	WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]	protein_coding	3	122412332	122416051	-1
ENSG00000196998	WDR45	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	protein_coding	X	49071470	49101170	-1
ENSG00000197006	METTL9	methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]	protein_coding	16	21597218	21657473	1
ENSG00000197008	ZNF138	zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]	protein_coding	7	64794388	64833681	1
ENSG00000197013	ZNF429	zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]	protein_coding	19	21496682	21556270	1
ENSG00000197016	ZNF470	zinc finger protein 470 [Source:HGNC Symbol;Acc:HGNC:22220]	protein_coding	19	56567511	56588911	1
ENSG00000197019	SERTAD1	SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]	protein_coding	19	40421592	40426025	-1
ENSG00000197020	ZNF100	zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880]	protein_coding	19	21722766	21767628	-1
ENSG00000197021	CXorf40B	chromosome X open reading frame 40B [Source:HGNC Symbol;Acc:HGNC:17402]	protein_coding	X	149929527	149938811	-1
ENSG00000197024	ZNF398	zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]	protein_coding	7	149126416	149182802	1
ENSG00000197037	ZSCAN25	zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]	protein_coding	7	99616946	99632407	1
ENSG00000197043	ANXA6	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]	protein_coding	5	151100712	151157882	-1
ENSG00000197044	ZNF441	zinc finger protein 441 [Source:HGNC Symbol;Acc:HGNC:20875]	protein_coding	19	11767000	11784078	1
ENSG00000197045	GMFB	glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]	protein_coding	14	54474484	54489196	-1
ENSG00000197050	ZNF420	zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]	protein_coding	19	37007857	37130314	1
ENSG00000197054	ZNF763	zinc finger protein 763 [Source:HGNC Symbol;Acc:HGNC:27614]	protein_coding	19	11965037	11980381	1
ENSG00000197056	ZMYM1	zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253]	protein_coding	1	35059786	35115859	1
ENSG00000197062	ZSCAN26	zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]	protein_coding	6	28267010	28278224	1
ENSG00000197063	MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]	protein_coding	17	81918270	81927714	-1
ENSG00000197070	ARRDC1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	protein_coding	9	137605654	137615360	1
ENSG00000197081	IGF2R	insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]	protein_coding	6	159969099	160113507	1
ENSG00000197083	ZNF300P1	zinc finger protein 300 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27032]	transcribed_unprocessed_pseudogene	5	150930645	150946289	-1
ENSG00000197093	GAL3ST4	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]	protein_coding	7	100159244	100168750	-1
ENSG00000197102	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]	protein_coding	14	101964510	102056443	1
ENSG00000197111	PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]	protein_coding	12	53452102	53481162	1
ENSG00000197114	ZGPAT	zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]	protein_coding	20	63707465	63736142	1
ENSG00000197119	SLC25A29	solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]	protein_coding	14	100291111	100306547	-1
ENSG00000197121	PGAP1	post-GPI attachment to proteins 1 [Source:HGNC Symbol;Acc:HGNC:25712]	protein_coding	2	196833004	196927796	-1
ENSG00000197122	SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]	protein_coding	20	37344685	37406050	1
ENSG00000197124	ZNF682	zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]	protein_coding	19	19997058	20039506	-1
ENSG00000197128	ZNF772	zinc finger protein 772 [Source:HGNC Symbol;Acc:HGNC:33106]	protein_coding	19	57466663	57477570	-1
ENSG00000197136	PCNX3	pecanex homolog 3 [Source:HGNC Symbol;Acc:HGNC:18760]	protein_coding	11	65615773	65637439	1
ENSG00000197140	ADAM32	ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]	protein_coding	8	39106990	39284911	1
ENSG00000197142	ACSL5	acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	protein_coding	10	112374018	112428380	1
ENSG00000197147	LRRC8B	leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]	protein_coding	1	89524836	89597864	1
ENSG00000197150	ABCB8	ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]	protein_coding	7	151028422	151047782	1
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]	protein_coding	7	127652180	128092609	1
ENSG00000197162	ZNF785	zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]	protein_coding	16	30573740	30585771	-1
ENSG00000197170	PSMD12	proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]	protein_coding	17	67337916	67366627	-1
ENSG00000197180	AC244090.1		lincRNA	X	154424380	154428479	-1
ENSG00000197182	MIRLET7BHG	MIRLET7B host gene [Source:HGNC Symbol;Acc:HGNC:37189]	lincRNA	22	46053869	46113928	1
ENSG00000197183	NOL4L	nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]	protein_coding	20	32443059	32585074	-1
ENSG00000197208	SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	protein_coding	5	132294443	132344206	1
ENSG00000197217	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]	protein_coding	8	23385783	23457695	-1
ENSG00000197223	C1D	C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]	protein_coding	2	68041130	68110948	-1
ENSG00000197226	TBC1D9B	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]	protein_coding	5	179862066	179907859	-1
ENSG00000197256	KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]	protein_coding	19	11164267	11197791	-1
ENSG00000197258	EIF4BP6	eukaryotic translation initiation factor 4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37939]	processed_pseudogene	7	104667749	104669576	1
ENSG00000197265	GTF2E2	general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]	protein_coding	8	30578318	30658251	-1
ENSG00000197283	SYNGAP1	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]	protein_coding	6	33419661	33457541	1
ENSG00000197296	FITM2	fat storage inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16135]	protein_coding	20	44302838	44311169	-1
ENSG00000197301	AC090673.1		antisense	12	65851340	65882167	-1
ENSG00000197302	ZNF720	zinc finger protein 720 [Source:HGNC Symbol;Acc:HGNC:26987]	protein_coding	16	31713229	31794869	1
ENSG00000197312	DDI2	DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]	protein_coding	1	15617500	15669044	1
ENSG00000197321	SVIL	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]	protein_coding	10	29457338	29736781	-1
ENSG00000197323	TRIM33	tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]	protein_coding	1	114392777	114511160	-1
ENSG00000197324	LRP10	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]	protein_coding	14	22871613	22881580	1
ENSG00000197329	PELI1	pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]	protein_coding	2	64092652	64144454	-1
ENSG00000197343	ZNF655	zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]	protein_coding	7	99558406	99576453	1
ENSG00000197345	MRPL21	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]	protein_coding	11	68891276	68903835	-1
ENSG00000197355	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]	protein_coding	9	137077501	137084539	1
ENSG00000197358	BNIP3P1	BCL2 interacting protein 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19922]	transcribed_processed_pseudogene	14	28264390	28265974	1
ENSG00000197362	ZNF786	zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]	protein_coding	7	149069643	149090782	-1
ENSG00000197363	ZNF517	zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]	protein_coding	8	144798876	144811169	1
ENSG00000197372	ZNF675	zinc finger protein 675 [Source:HGNC Symbol;Acc:HGNC:30768]	protein_coding	19	23525631	23687220	-1
ENSG00000197375	SLC22A5	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	protein_coding	5	132369752	132395614	1
ENSG00000197380	DACT3	dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]	protein_coding	19	46647612	46661138	-1
ENSG00000197381	ADARB1	adenosine deaminase, RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]	protein_coding	21	45073853	45226560	1
ENSG00000197386	HTT	huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]	protein_coding	4	3074681	3243960	1
ENSG00000197406	DIO3	iodothyronine deiodinase 3 [Source:HGNC Symbol;Acc:HGNC:2885]	protein_coding	14	101561351	101563452	1
ENSG00000197415	VEPH1	ventricular zone expressed PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25735]	protein_coding	3	157259742	157533619	-1
ENSG00000197417	SHPK	sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]	protein_coding	17	3608262	3636322	-1
ENSG00000197429	IPP	intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]	protein_coding	1	45694324	45750650	-1
ENSG00000197442	MAP3K5	mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]	protein_coding	6	136557047	136792518	-1
ENSG00000197448	GSTK1	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]	protein_coding	7	143244093	143270854	1
ENSG00000197451	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	protein_coding	5	178204507	178211163	1
ENSG00000197457	STMN3	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]	protein_coding	20	63639705	63657682	-1
ENSG00000197461	PDGFA	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]	protein_coding	7	497258	520296	-1
ENSG00000197465	GYPE	glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]	protein_coding	4	143870867	143905563	-1
ENSG00000197467	COL13A1	collagen type XIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2190]	protein_coding	10	69801867	69964275	1
ENSG00000197483	ZNF628	zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]	protein_coding	19	55476332	55484487	1
ENSG00000197496	SLC2A10	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]	protein_coding	20	46709487	46736347	1
ENSG00000197497	ZNF665	zinc finger protein 665 [Source:HGNC Symbol;Acc:HGNC:25885]	protein_coding	19	53159213	53193386	-1
ENSG00000197498	RPF2	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	protein_coding	6	110982015	111028263	1
ENSG00000197530	MIB2	mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]	protein_coding	1	1615415	1630610	1
ENSG00000197535	MYO5A	myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]	protein_coding	15	52307283	52529050	-1
ENSG00000197536	C5orf56	chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]	processed_transcript	5	132410636	132488702	1
ENSG00000197548	ATG7	autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]	protein_coding	3	11272309	11557665	1
ENSG00000197555	SIPA1L1	signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]	protein_coding	14	71320449	71741229	1
ENSG00000197557	TTC30A	tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:25853]	protein_coding	2	177612992	177618966	-1
ENSG00000197558	SSPO	SCO-spondin [Source:HGNC Symbol;Acc:HGNC:21998]	protein_coding	7	149776042	149833979	1
ENSG00000197561	ELANE	elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]	protein_coding	19	851014	856247	1
ENSG00000197562	RAB40C	RAB40C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18285]	protein_coding	16	589357	629272	1
ENSG00000197563	PIGN	phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]	protein_coding	18	61905255	62187118	-1
ENSG00000197566	ZNF624	zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]	protein_coding	17	16620737	16653856	-1
ENSG00000197568	HHLA3	HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]	protein_coding	1	70354805	70385339	1
ENSG00000197579	TOPORS	TOP1 binding arginine/serine rich protein [Source:HGNC Symbol;Acc:HGNC:21653]	protein_coding	9	32540544	32552553	-1
ENSG00000197580	BCO2	beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]	protein_coding	11	112175467	112224699	1
ENSG00000197586	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368]	protein_coding	20	25195693	25226729	1
ENSG00000197594	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	protein_coding	6	131808016	131895155	1
ENSG00000197601	FAR1	fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]	protein_coding	11	13668670	13732346	1
ENSG00000197603	C5orf42	chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]	protein_coding	5	37106228	37249428	-1
ENSG00000197608	ZNF841	zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]	protein_coding	19	52064466	52095765	-1
ENSG00000197614	MFAP5	microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]	protein_coding	12	8637346	8662888	-1
ENSG00000197619	ZNF615	zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]	protein_coding	19	51991332	52008230	-1
ENSG00000197620	CXorf40A	chromosome X open reading frame 40A [Source:HGNC Symbol;Acc:HGNC:28089]	protein_coding	X	149540355	149550510	1
ENSG00000197622	CDC42SE1	CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]	protein_coding	1	151050971	151070325	-1
ENSG00000197635	DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	protein_coding	2	161992241	162074542	-1
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]	protein_coding	9	5510570	5571254	1
ENSG00000197647	ZNF433	zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]	protein_coding	19	12014732	12035741	-1
ENSG00000197653	DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]	protein_coding	12	123762188	123936206	1
ENSG00000197694	SPTAN1	spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]	protein_coding	9	128552558	128633662	1
ENSG00000197696	NMB	neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]	protein_coding	15	84655129	84658563	-1
ENSG00000197702	PARVA	parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]	protein_coding	11	12377185	12530801	1
ENSG00000197712	FAM114A1	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]	protein_coding	4	38867677	38945739	1
ENSG00000197713	RPE	ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293]	protein_coding	2	210002565	210022259	1
ENSG00000197714	ZNF460	zinc finger protein 460 [Source:HGNC Symbol;Acc:HGNC:21628]	protein_coding	19	57280051	57293569	1
ENSG00000197724	PHF2	PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]	protein_coding	9	93576407	93679587	1
