Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	Gene description	Chromosome/scaffold name
ENSDARG00000100986	59557501	59563597	-1	INHBC	protein_coding	inhibin beta B chain-like [Source:NCBI gene;Acc:100329520]	6
ENSDARG00000077792	3519607	3528258	1	cdc42ep1b	protein_coding	CDC42 effector protein (Rho GTPase binding) 1b [Source:ZFIN;Acc:ZDB-GENE-120215-219]	3
ENSDARG00000078258	41549819	41609165	1	CABZ01049847.1	protein_coding	gamma-glutamyltransferase 5b [Source:NCBI gene;Acc:100333757]	10
ENSDARG00000102012	74150839	74154192	1	ppp1cbl	protein_coding	protein phosphatase 1, catalytic subunit, beta isoform, like [Source:ZFIN;Acc:ZDB-GENE-030131-6529]	7
ENSDARG00000115199	562333	697363	-1	dicp1.3-4	protein_coding	diverse immunoglobulin domain-containing protein 1.3-4 [Source:ZFIN;Acc:ZDB-GENE-120305-3]	3
ENSDARG00000098398	56443416	56459826	1	CABZ01079480.1	protein_coding	poly [ADP-ribose] polymerase 14 [Source:NCBI gene;Acc:100148704]	9
ENSDARG00000078250	51102010	51104671	1	zgc:194398	protein_coding	zgc:194398 [Source:ZFIN;Acc:ZDB-GENE-081022-111]	5
ENSDARG00000034080	21387902	21438492	-1	plcd1b	protein_coding	phospholipase C, delta 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9435]	2
ENSDARG00000087059	47778786	47782623	-1	selenou1b	protein_coding	selenoprotein U1b [Source:ZFIN;Acc:ZDB-GENE-060929-88]	12
ENSDARG00000103415	9100	15353	1	ppp4r3b	protein_coding	protein phosphatase 4, regulatory subunit 3B [Source:ZFIN;Acc:ZDB-GENE-030131-8142]	13
ENSDARG00000114393	45172838	45191319	-1	CR407590.2	protein_coding		2
ENSDARG00000113519	67588046	67589158	-1	BX088712.2	protein_coding	uncharacterized LOC100332323 [Source:NCBI gene;Acc:100332323]	4
ENSDARG00000054172	37436907	37441931	1	pgrmc1	protein_coding	progesterone receptor membrane component 1 [Source:ZFIN;Acc:ZDB-GENE-041114-91]	21
ENSDARG00000043105	47114328	47128096	-1	qtrt1	protein_coding	queuine tRNA-ribosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1625]	3
ENSDARG00000090900	31249885	31254979	-1	apnl	protein_coding	actinoporin-like protein [Source:ZFIN;Acc:ZDB-GENE-030131-8907]	3
ENSDARG00000008560	3336772	3359189	1	brap	protein_coding	BRCA1 associated protein [Source:ZFIN;Acc:ZDB-GENE-040718-168]	10
ENSDARG00000113113	12062294	12121657	-1	AL929345.1	protein_coding		23
ENSDARG00000102894	1007486	1012269	-1	CABZ01057159.1	protein_coding		21
ENSDARG00000112694	30614485	30636146	1	CR556713.1	protein_coding		11
ENSDARG00000099786	43398317	43510872	1	actn4	protein_coding	actinin, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-030131-940]	15
ENSDARG00000005846	3730843	3813374	1	FO704755.1	protein_coding	Sp5 transcription factor b [Source:NCBI gene;Acc:799504]	6
ENSDARG00000052708	54805136	54826061	-1	tnni1b	protein_coding	troponin I type 1b (skeletal, slow) [Source:ZFIN;Acc:ZDB-GENE-041212-37]	6
ENSDARG00000101356	58984463	58989816	1	CABZ01044156.1	protein_coding		3
ENSDARG00000053963	44552548	44560302	-1	npm2b	protein_coding	nucleophosmin/nucleoplasmin, 2b [Source:ZFIN;Acc:ZDB-GENE-070410-125]	10
ENSDARG00000085884	19333504	19333631	-1	RF00001	rRNA		3
ENSDARG00000070709	29537756	29540033	1	wu:fi42e03	protein_coding	wu:fi42e03 [Source:ZFIN;Acc:ZDB-GENE-030131-6284]	11
ENSDARG00000075984	11429263	11431278	-1	hsbp1l1	protein_coding	heat shock factor binding protein 1 like 1 [Source:NCBI gene;Acc:799177]	19
ENSDARG00000102071	729423	730986	1	slc25a47b	protein_coding	solute carrier family 25, member 47b [Source:ZFIN;Acc:ZDB-GENE-070424-85]	17
ENSDARG00000115856	35949269	35954313	1	BX276105.1	protein_coding		1
ENSDARG00000117031	36680091	36680207	1	RF00001	rRNA		19
ENSDARG00000006253	2695464	2713240	-1	mier3a	protein_coding	mesoderm induction early response 1, family member 3 a [Source:ZFIN;Acc:ZDB-GENE-050913-97]	10
ENSDARG00000116271	62216727	62250574	1	BX470259.2	protein_coding	wu:fc31d10 [Source:NCBI gene;Acc:795633]	3
ENSDARG00000105278	25311309	25314752	1	wu:fa19b12	protein_coding	wu:fa19b12 [Source:ZFIN;Acc:ZDB-GENE-030131-5231]	5
ENSDARG00000108063	12105778	12105894	-1	RF00001	rRNA		13
ENSDARG00000109421	42657321	42657484	1	RF00003	snRNA		4
ENSDARG00000114574	30684186	30685913	-1	CT025887.1	protein_coding	uncharacterized LOC110440185 [Source:NCBI gene;Acc:110440185]	13
ENSDARG00000085015	33428874	33428992	1	RF00001	rRNA		11
ENSDARG00000104414	59176470	59230818	1	shmt2	protein_coding	serine hydroxymethyltransferase 2 (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-071213-1]	6
ENSDARG00000025889	2790573	2813259	-1	usp14	protein_coding	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) [Source:ZFIN;Acc:ZDB-GENE-030131-7676]	2
ENSDARG00000074665	54019456	54078662	-1	cdk14	protein_coding	cyclin-dependent kinase 14 [Source:ZFIN;Acc:ZDB-GENE-080220-44]	16
ENSDARG00000085774	22578404	22578530	1	RF00001	rRNA		12
ENSDARG00000104669	72272918	72277342	-1	slc35c1	protein_coding	solute carrier family 35 (GDP-fucose transporter), member C1 [Source:ZFIN;Acc:ZDB-GENE-041212-11]	7
ENSDARG00000106503	41254874	41254989	-1	RF00001	rRNA		24
ENSDARG00000115504	48305439	48348973	-1	CABZ01080056.1	protein_coding		14
ENSDARG00000102594	5433093	5441893	-1	zgc:194627	protein_coding	zgc:194627 [Source:ZFIN;Acc:ZDB-GENE-081022-132]	22
ENSDARG00000041086	72040939	72067475	-1	LO018380.1	protein_coding	sodium/potassium/calcium exchanger 3-like [Source:NCBI gene;Acc:101886560]	7
ENSDARG00000115662	38023028	38023176	-1	RF00003	snRNA	RNA, U1 small nuclear 22, pseudogene [Source:HGNC Symbol;Acc:HGNC:41963]	4
ENSDARG00000111793	43705608	43705684	1	RF00137	snoRNA		21
ENSDARG00000103868	43467799	43486714	-1	e2f1	protein_coding	E2F transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-131024-3]	23
ENSDARG00000116491	44984946	44998452	1	h2afvb	protein_coding	H2A histone family, member Vb [Source:ZFIN;Acc:ZDB-GENE-050506-24]	10
ENSDARG00000085149	26675652	26675770	-1	RF00001	rRNA		23
ENSDARG00000104943	33695678	33700461	-1	mad2l1bp	protein_coding	MAD2L1 binding protein [Source:ZFIN;Acc:ZDB-GENE-161230-19]	13
ENSDARG00000110978	59154588	59157790	-1	ftr32	protein_coding	finTRIM family, member 32 [Source:ZFIN;Acc:ZDB-GENE-070912-108]	2
ENSDARG00000089428	54387710	54423636	1	rab12	protein_coding	RAB12, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-050522-555]	2
ENSDARG00000041864	45305645	45346635	1	capn3a	protein_coding	calpain 3a, (p94) [Source:ZFIN;Acc:ZDB-GENE-040912-97]	17
ENSDARG00000102419	55078477	55103222	1	azi2	protein_coding	5-azacytidine induced 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2097]	16
ENSDARG00000108281	10912486	10912602	-1	RF00001	rRNA		13
ENSDARG00000104834	4128560	4152582	-1	ANO7	protein_coding	si:dkey-83h2.5 [Source:ZFIN;Acc:ZDB-GENE-131125-81]	15
ENSDARG00000088376	34536443	34536579	1	RF00001	rRNA		15
ENSDARG00000105986	25856613	25856729	1	RF00001	rRNA		9
ENSDARG00000104392	58977262	58979451	1	eri2	protein_coding	ERI1 exoribonuclease family member 2 [Source:ZFIN;Acc:ZDB-GENE-050522-292]	1
ENSDARG00000105157	18270043	18274691	-1	BX649434.3	protein_coding		3
ENSDARG00000109780	31239305	31239453	1	RF00003	snRNA		4
ENSDARG00000115673	1050941	1051057	-1	RF00001	rRNA		1
ENSDARG00000115441	51311287	51311450	-1	RF00003	snRNA		4
ENSDARG00000116824	8539267	8539381	1	RF00001	rRNA		13
ENSDARG00000079608	42235449	42255867	1	SGPP2	protein_coding	sphingosine-1-phosphate phosphatase 2 [Source:NCBI gene;Acc:100330698]	15
ENSDARG00000111019	58655375	58659343	1	FP016018.4	protein_coding		3
ENSDARG00000068493	18305	20710	-1	cyp2y3	protein_coding	cytochrome P450, family 2, subfamily Y, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-050522-490]	15
ENSDARG00000115874	42642008	42642171	1	RF00003	snRNA		4
ENSDARG00000113781	21623735	21623849	1	RF00001	rRNA		23
ENSDARG00000104347	216320	226393	-1	rtn4b	protein_coding	reticulon 4b [Source:ZFIN;Acc:ZDB-GENE-030710-2]	13
ENSDARG00000045465	166892	188943	1	lancl2	protein_coding	LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]	24
ENSDARG00000101243	34766211	34767412	-1	CABZ01049825.1	protein_coding		8
ENSDARG00000099753	1329539	1363759	-1	zgc:63863	protein_coding	zgc:63863 [Source:ZFIN;Acc:ZDB-GENE-040426-1278]	19
ENSDARG00000112462	16518967	16519083	1	RF00001	rRNA		15
ENSDARG00000113901	19308796	19308910	-1	RF00001	rRNA		23
ENSDARG00000102890	3947696	3956906	-1	clrn1	protein_coding	clarin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-420]	15
ENSDARG00000087950	46633275	46673161	-1	CABZ01044053.1	protein_coding	IWS1, SUPT6H interacting protein [Source:NCBI gene;Acc:100329390]	15
ENSDARG00000100145	18866	22535	-1	CABZ01092282.1	protein_coding		2
ENSDARG00000108327	1321790	1321906	-1	RF00001	rRNA		15
ENSDARG00000108637	5950463	5950578	-1	RF00001	rRNA		10
ENSDARG00000041006	48696094	48745517	-1	st3gal4	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-050309-174]	18
ENSDARG00000100820	9031370	9031520	1	RF00003	snRNA		3
ENSDARG00000085409	40595375	40595494	-1	RF00001	rRNA		2
ENSDARG00000083941	37615366	37615483	-1	RF00001	rRNA		6
ENSDARG00000028517	3449959	3470910	-1	hbp1	protein_coding	HMG-box transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-050522-414]	25
ENSDARG00000114409	8728969	8733727	1	CR450686.5	protein_coding	si:dkey-182g1.4 [Source:NCBI gene;Acc:560083]	22
ENSDARG00000081067	44932175	44932293	1	RF00001	rRNA		9
ENSDARG00000101172	41915878	41917794	1	TMEM200C	protein_coding	transmembrane protein 200C, genome duplicate a [Source:NCBI gene;Acc:100003113]	24
ENSDARG00000106128	3353501	3353617	1	RF00001	rRNA		16
ENSDARG00000115732	6727266	6727914	1	CT583625.6	protein_coding	transmembrane and immunoglobulin domain-containing protein 1-like [Source:NCBI gene;Acc:110437711]	22
ENSDARG00000081082	16028456	16028590	-1	RF00190	snoRNA		19
ENSDARG00000103134	46030970	46034609	-1	zgc:65873	protein_coding	zgc:65873 [Source:ZFIN;Acc:ZDB-GENE-040426-1448]	23
ENSDARG00000114530	3942020	3942136	1	RF00001	rRNA		18
ENSDARG00000102891	7100442	7112924	1	ppp1r26	protein_coding	protein phosphatase 1, regulatory subunit 26 [Source:ZFIN;Acc:ZDB-GENE-061103-607]	21
ENSDARG00000115511	6026595	6054749	-1	CU468041.2	protein_coding	uncharacterized LOC100331974 [Source:NCBI gene;Acc:100331974]	22
ENSDARG00000114107	48438497	48438613	1	RF00001	rRNA		18
ENSDARG00000114815	6778332	6778447	1	RF00001	rRNA		8
ENSDARG00000083770	35823418	35823548	-1	RF00001	rRNA		5
ENSDARG00000104853	44400864	44409856	-1	il1rapl1b	protein_coding	interleukin 1 receptor accessory protein-like 1b [Source:ZFIN;Acc:ZDB-GENE-090109-2]	11
ENSDARG00000084034	19385426	19385555	1	RF00431	snoRNA	small nucleolar RNA, H/ACA box 55 [Source:HGNC Symbol;Acc:HGNC:32649]	12
ENSDARG00000106039	16615940	16616055	-1	RF00001	rRNA		2
ENSDARG00000076393	177455	185614	1	tmem65	protein_coding	transmembrane protein 65 [Source:ZFIN;Acc:ZDB-GENE-081022-99]	19
ENSDARG00000108707	26594764	26594879	1	RF00001	rRNA		20
ENSDARG00000080299	35225022	35225139	-1	RF00001	rRNA		11
ENSDARG00000108194	36828472	36828588	-1	RF00001	rRNA		23
ENSDARG00000110574	59064686	59065217	-1	CABZ01080042.1	protein_coding		1
ENSDARG00000100147	9024485	9024552	-1	RF00026	snRNA		3
ENSDARG00000116732	50773727	50791280	-1	CABZ01031870.1	protein_coding		1
ENSDARG00000117203	17373632	17373686	1	RF00424	scaRNA		19
ENSDARG00000099329	45757317	45769763	1	h2afy	protein_coding	H2A histone family, member Y [Source:ZFIN;Acc:ZDB-GENE-060421-4796]	21
ENSDARG00000113343	3760757	3760871	1	RF00001	rRNA		22
ENSDARG00000059503	55950229	56038023	1	ACSF3	protein_coding	acyl-CoA synthetase family member 3 [Source:NCBI gene;Acc:562292]	7
ENSDARG00000099163	12161658	12161955	-1	RF00017	misc_RNA		11
ENSDARG00000024030	4806851	4830356	1	angptl2a	protein_coding	angiopoietin-like 2a [Source:ZFIN;Acc:ZDB-GENE-080721-15]	5
ENSDARG00000110044	45540477	45540593	1	RF00001	rRNA		9
ENSDARG00000083797	33298348	33298470	1	RF00001	rRNA		17
ENSDARG00000103679	48793536	48812996	1	bmp16	protein_coding	bone morphogenetic protein 16 [Source:ZFIN;Acc:ZDB-GENE-100115-1]	18
ENSDARG00000089119	35644719	35644798	1	BX663516.1	miRNA		10
ENSDARG00000104864	135590	136937	1	klhdc2	protein_coding	kelch domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070410-69]	17
ENSDARG00000116800	1490472	1490588	-1	RF00001	rRNA		12
ENSDARG00000117106	5870573	5870689	-1	RF00001	rRNA		16
ENSDARG00000099531	42467867	42492417	1	pimr58	protein_coding	Pim proto-oncogene, serine/threonine kinase, related 58 [Source:ZFIN;Acc:ZDB-GENE-060526-96]	5
ENSDARG00000082262	33376818	33376941	-1	dre-mir-454a	miRNA	dre-mir-454a [Source:miRBase;Acc:MI0002074]	10
ENSDARG00000098769	4101741	4154332	1	slitrk6	protein_coding	SLIT and NTRK-like family, member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-2816]	1
ENSDARG00000115010	64703408	64703514	1	RF00026	snRNA		4
ENSDARG00000082003	36844127	36844249	1	RF00001	rRNA		25
ENSDARG00000080589	22234407	22234505	-1	mir223	miRNA	microRNA 223 [Source:ZFIN;Acc:ZDB-MIRNAG-041228-10]	5
ENSDARG00000116747	11612057	11612272	-1	RF00012	snoRNA		14
ENSDARG00000110377	28945532	28945646	1	RF00001	rRNA		12
ENSDARG00000014975	25975426	25978063	-1	irge1	protein_coding	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]	16
ENSDARG00000081915	30167630	30167704	-1	MIR23B (1 of many)	miRNA	microRNA 23b [Source:HGNC Symbol;Acc:HGNC:31606]	8
ENSDARG00000116769	1264971	1279387	-1	ZNF521 (1 of many)	protein_coding	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	2
ENSDARG00000082005	6071960	6072066	-1	RF00026	snRNA		11
ENSDARG00000116784	9141565	9141679	-1	RF00001	rRNA		10
ENSDARG00000098477	44124138	44146690	1	tec	protein_coding	tec protein tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-030131-7499]	23
ENSDARG00000080349	22827063	22827147	1	dre-mir-456	miRNA	dre-mir-456 [Source:miRBase;Acc:MI0002176]	17
ENSDARG00000111830	32282774	32282880	1	RF00026	snRNA		4
ENSDARG00000111653	1274301	1280907	-1	CABZ01081490.1	protein_coding		14
ENSDARG00000085083	22789531	22789649	1	RF00001	rRNA		8
ENSDARG00000116338	68043053	68043159	-1	RF00026	snRNA		4
ENSDARG00000114715	31299076	31423569	-1	CU570893.1	protein_coding		18
ENSDARG00000106042	2868953	2869069	1	RF00001	rRNA		8
ENSDARG00000100672	56354644	56355966	-1	FQ311920.1	protein_coding		3
ENSDARG00000080855	196605	196729	1	RF00056	snoRNA		25
ENSDARG00000102100	58892856	58952382	-1	mrc1a	protein_coding	mannose receptor, C type 1a [Source:ZFIN;Acc:ZDB-GENE-090915-4]	7
ENSDARG00000098096	5273953	5300028	1	slc12a1	protein_coding	solute carrier family 12 (sodium/potassium/chloride transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-080130-3]	18
ENSDARG00000113157	23911891	23912005	-1	RF00001	rRNA		9
ENSDARG00000085724	21920077	21920209	1	RF00001	rRNA		21
ENSDARG00000113683	50102614	50102720	-1	RF00026	snRNA		4
ENSDARG00000081931	16029308	16029443	-1	RF00190	snoRNA		19
ENSDARG00000110930	28503850	28503965	1	RF00001	rRNA		25
ENSDARG00000107073	42974760	42974875	-1	RF00001	rRNA		1
ENSDARG00000099008	7919878	7969760	-1	EGFLAM	protein_coding	EGF like, fibronectin type III and laminin G domains [Source:NCBI gene;Acc:799405]	5
ENSDARG00000116510	31860679	31869702	1	BX539310.1	protein_coding	uncharacterized LOC110439423 [Source:NCBI gene;Acc:110439423]	4
ENSDARG00000031020	36616717	36645135	1	pip4k2ca	protein_coding	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma a [Source:ZFIN;Acc:ZDB-GENE-030828-9]	23
ENSDARG00000080783	29652354	29652463	-1	mir16c	miRNA	microRNA 16c [Source:NCBI gene;Acc:100216520]	9
ENSDARG00000083675	19542102	19542231	-1	RF00100	misc_RNA		18
ENSDARG00000116625	51160367	51173586	1	znf1141	protein_coding	zinc finger protein 1141 [Source:ZFIN;Acc:ZDB-GENE-110913-35]	4
ENSDARG00000114028	51404956	51405062	1	RF00026	snRNA		4
ENSDARG00000084142	40306244	40306371	1	RF00001	rRNA		23
ENSDARG00000055622	33393829	33403522	1	zgc:153345	protein_coding	zgc:153345 [Source:ZFIN;Acc:ZDB-GENE-061103-487]	10
ENSDARG00000106397	9712495	9712610	-1	RF00001	rRNA		24
ENSDARG00000106013	25964284	25964399	1	RF00001	rRNA		10
ENSDARG00000089354	50801307	50823466	1	tspan4a	protein_coding	tetraspanin 4a [Source:ZFIN;Acc:ZDB-GENE-040718-38]	18
ENSDARG00000106786	15781608	15781724	-1	RF00001	rRNA		22
ENSDARG00000088817	5875268	5912156	1	wdr59	protein_coding	WD repeat domain 59 [Source:ZFIN;Acc:ZDB-GENE-120215-187]	18
ENSDARG00000099467	42440107	42440212	-1	RF00026	snRNA		4
ENSDARG00000078829	71350469	71384391	-1	ccdc149a	protein_coding	coiled-coil domain containing 149a [Source:ZFIN;Acc:ZDB-GENE-041010-113]	7
ENSDARG00000117196	12578532	12578828	1	RF00017	misc_RNA		11
ENSDARG00000114499	7732534	7732650	1	RF00001	rRNA		12
ENSDARG00000098751	2742232	2752573	-1	lzts3a	protein_coding	leucine zipper, putative tumor suppressor family member 3a [Source:ZFIN;Acc:ZDB-GENE-060313-2]	5
ENSDARG00000100043	54355842	54357200	-1	CABZ01111454.1	protein_coding		16
ENSDARG00000083224	13288828	13288906	1	dre-mir-130c-2	miRNA	dre-mir-130c-2 [Source:miRBase;Acc:MI0001988]	5
ENSDARG00000115335	60684909	60711127	-1	ubald2	protein_coding	UBA-like domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050522-185]	3
ENSDARG00000083737	34255145	34255273	-1	RF00001	rRNA		25
ENSDARG00000115412	19523586	19523683	-1	BX664750.5	miRNA		2
ENSDARG00000083181	13406451	13406538	1	dre-mir-27c	miRNA	dre-mir-27c [Source:miRBase;Acc:MI0001930]	3
ENSDARG00000099129	2349335	2350371	-1	phlda1	protein_coding	pleckstrin homology-like domain, family A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041010-103]	4
ENSDARG00000076214	44184367	44189634	1	zgc:165514	protein_coding	zgc:165514 [Source:ZFIN;Acc:ZDB-GENE-041008-169]	15
ENSDARG00000084964	65600554	65600664	1	RF00001	rRNA		5
ENSDARG00000082368	57922520	57922604	-1	dre-mir-34b	miRNA	dre-mir-34b [Source:miRBase;Acc:MI0003690]	5
ENSDARG00000115983	10052019	10052133	-1	RF00001	rRNA		8
ENSDARG00000109888	2754885	2757607	1	CR388047.2	protein_coding		3
ENSDARG00000076371	44178560	44214767	-1	CABZ01080074.1	protein_coding	shroom family member 2b [Source:NCBI gene;Acc:556551]	11
ENSDARG00000099615	49132341	49132477	1	RF00001	rRNA		3
ENSDARG00000084741	23451817	23451931	-1	RF00001	rRNA		4
ENSDARG00000010941	8139515	8162380	1	pomgnt2	protein_coding	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:ZFIN;Acc:ZDB-GENE-050522-242]	16
ENSDARG00000113279	28705716	28705788	1	dre-mir-430c-1	miRNA	dre-mir-430c-1 [Source:miRBase;Acc:MI0001529]	4
ENSDARG00000112493	67590576	67591595	-1	BX088712.1	protein_coding		4
ENSDARG00000084032	2631618	2631738	1	RF00001	rRNA		22
ENSDARG00000112809	29469991	29470105	1	RF00001	rRNA		6
ENSDARG00000115071	44058811	44058927	-1	RF00001	rRNA		17
ENSDARG00000115139	49185938	49186052	-1	RF00001	rRNA		7
ENSDARG00000113024	50800357	50800473	1	RF00001	rRNA		9
ENSDARG00000038300	40210398	40238509	1	rnf34a	protein_coding	ring finger protein 34a [Source:ZFIN;Acc:ZDB-GENE-030131-6135]	8
ENSDARG00000109310	3363368	3381303	-1	im:7150988	protein_coding	im:7150988 [Source:ZFIN;Acc:ZDB-GENE-050309-169]	14
ENSDARG00000078349	30656903	30671302	-1	zmp:0000000845	protein_coding	zmp:0000000845 [Source:ZFIN;Acc:ZDB-GENE-130530-848]	22
ENSDARG00000114834	37272019	37272133	1	RF00001	rRNA		17
ENSDARG00000099735	22679785	22681534	-1	gig2f	protein_coding	grass carp reovirus (GCRV)-induced gene 2f [Source:ZFIN;Acc:ZDB-GENE-130517-3]	21
ENSDARG00000083050	72215450	72215568	-1	RF00001	rRNA		7
ENSDARG00000077775	52771199	52776806	1	baalca	protein_coding	BAALC, MAP3K1 and KLF4 binding a [Source:ZFIN;Acc:ZDB-GENE-081022-24]	16
ENSDARG00000083369	5067728	5067849	-1	RF00001	rRNA		8
ENSDARG00000113474	54154230	54158902	-1	CABZ01067151.1	protein_coding		1
ENSDARG00000099252	4221978	4250762	1	ipcef1	protein_coding	interaction protein for cytohesin exchange factors 1 [Source:ZFIN;Acc:ZDB-GENE-060929-172]	20
ENSDARG00000117089	3003753	3007412	-1	CKS2	protein_coding	zgc:86839 [Source:ZFIN;Acc:ZDB-GENE-040625-102]	21
ENSDARG00000089563	47811725	47822597	-1	sfrp2l	protein_coding	secreted frizzled-related protein 2 like [Source:ZFIN;Acc:ZDB-GENE-061122-2]	15
ENSDARG00000114750	1181409	1181524	-1	RF00001	rRNA		5
ENSDARG00000108259	41287333	41287449	-1	RF00001	rRNA		23
ENSDARG00000113240	34080184	34080298	1	RF00001	rRNA		7
ENSDARG00000114948	26483105	26484268	-1	zgc:194551	protein_coding	zgc:194551 [Source:ZFIN;Acc:ZDB-GENE-030131-4878]	22
ENSDARG00000109436	61738276	61755045	1	RASL10B	protein_coding	RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]	5
ENSDARG00000006544	214269	218882	-1	c1qtnf6b	protein_coding	C1q and TNF related 6b [Source:ZFIN;Acc:ZDB-GENE-080411-1]	6
ENSDARG00000105937	5277875	5277991	1	RF00001	rRNA		18
ENSDARG00000106560	23729908	23758003	-1	MCMDC2	protein_coding	minichromosome maintenance domain containing 2 [Source:NCBI gene;Acc:100150056]	24
ENSDARG00000111807	27690160	27690276	-1	RF00001	rRNA		13
ENSDARG00000027564	2162916	2265029	1	pak6a	protein_coding	p21 protein (Cdc42/Rac)-activated kinase 6a [Source:ZFIN;Acc:ZDB-GENE-130410-1]	17
ENSDARG00000112662	2689078	2689194	-1	RF00001	rRNA		24
ENSDARG00000071881	1192314	1200854	-1	arl9	protein_coding	ADP-ribosylation factor-like 9 [Source:ZFIN;Acc:ZDB-GENE-060825-210]	14
ENSDARG00000099851	59991076	60000615	1	GPR180	protein_coding	G protein-coupled receptor 180 [Source:NCBI gene;Acc:100329381]	6
ENSDARG00000113682	61479039	61479202	1	RF00003	snRNA		4
ENSDARG00000108221	44006572	44006688	1	RF00001	rRNA		18
ENSDARG00000109929	43537846	43545342	-1	CABZ01058721.1	protein_coding		2
ENSDARG00000042159	32501405	32506569	-1	RFESD (1 of many)	protein_coding	Rieske domain-containing protein-like [Source:NCBI gene;Acc:559859]	8
